,word,ner_c
903,"['C&apos;', 'est', 'pourquoi', 'la', 'Commission', 'mettra', 'en', 'place', 'un', 'mécanisme', '-', 'le', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', '-', 'destiné', 'à', 'suivre', 'et', 'à', 'évaluer', 'les', 'efforts', 'des', 'États', 'membres', 'dans', 'la', 'lutte', 'contre', 'la', 'corruption', ',', 'et', 'à', 'renforcer', 'l&apos;', 'engagement', 'politique', 'dans', 'cette', 'direction', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
904,"['Adossé', 'à', 'un', 'groupe', 'd&apos;', 'experts', 'et', 'un', 'réseau', 'de', 'correspondants', 'de', 'recherche', ',', 'et', 'doté', 'du', 'budget', 'européen', 'requis', ',', 'le', 'rapport', 'sera', 'dirigé', 'par', 'la', 'Commission', 'et', 'publié', 'tous', 'les', 'deux', 'ans', ',', 'à', 'partir', 'de', '2013', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
905,"['Il', 'rendra', 'compte', ',', 'en', 'toute', 'impartialité', ',', 'des', 'réalisations', ',', 'des', 'points', 'faibles', 'et', 'des', 'engagements', 'de', 'tous', 'les', 'États', 'membres', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
906,"['Il', 'dégagera', 'les', 'tendances', 'et', 'les', 'faiblesses', 'auxquelles', 'il', 'y', 'a', 'lieu', 'de', 'remédier', ',', 'et', 'il', 'stimulera', 'l&apos;', 'apprentissage', 'collégial', 'et', 'l&apos;', 'échange', 'des', 'meilleures', 'pratiques', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
907,"['En', 'complément', 'à', 'ce', 'mécanisme', ',', 'l&apos;', 'Union', 'devrait', 'prendre', 'part', 'au', 'groupe', 'd&apos;', 'États', 'contre', 'la', 'corruption', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', '(', 'GRECO', ')', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
908,"['L&apos;', 'UE', 'devrait', 'aussi', 'accorder', 'davantage', 'd&apos;', 'attention', 'à', 'la', 'corruption', 'dans', 'toutes', 'ses', 'politiques', 'concernées', ',', 'tant', 'internes', 'qu&apos;', 'externes', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
909,"['La', 'Commission', 'proposera', 'donc', ',', 'en', 'particulier', ',', 'une', 'modernisation', 'des', 'règles', 'de', 'l&apos;', 'UE', 'régissant', 'la', 'confiscation', 'des', 'produits', 'du', 'crime', 'en', '2011', ',', 'une', 'stratégie', 'destinée', 'à', 'accroître', 'la', 'qualité', 'des', 'enquêtes', 'financières', 'pénales', 'dans', 'les', 'États', 'membres', 'en', '2012', ',', 'et', 'l&apos;', 'adoption', 'en', '2011', 'd&apos;', 'un', 'plan', 'd&apos;', 'action', 'visant', 'à', 'améliorer', 'les', 'statistiques', 'sur', 'la', 'criminalité', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
910,"['La', 'Commission', 'collaborera', 'en', 'outre', 'avec', 'les', 'agences', 'européennes', 'telles', 'qu&apos;', 'Europol', ',', 'Eurojust', 'et', 'le', 'CEPOL', ',', 'ainsi', 'qu&apos;', 'avec', 'l&apos;', 'OLAF', ',', 'pour', 'renforcer', 'la', 'coopération', 'judiciaire', 'et', 'policière', 'et', 'pour', 'améliorer', 'la', 'formation', 'des', 'agents', 'des', 'services', 'répressifs', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
911,"['Elle', 'poursuivra', 'l&apos;', 'élaboration', 'de', 'règles', 'actualisées', 'sur', 'les', 'marchés', 'publics', 'et', 'sur', 'les', 'normes', 'comptables', 'et', 'le', 'contrôle', 'légal', 'des', 'comptes', 'des', 'entreprises', 'de', 'l&apos;', 'UE', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n']"
912,"['Elle', 'adoptera', 'aussi', ',', 'en', '2011', ',', 'une', 'stratégie', 'contre', 'la', 'fraude', 'portant', 'atteinte', 'aux', 'intérêts', 'financiers', 'de', 'l&apos;', 'UE', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']"
913,"['Parallèlement', ',', 'la', 'Commission', 'accordera', 'une', 'plus', 'grande', 'attention', 'à', 'la', 'lutte', 'contre', 'la', 'corruption', 'dans', 'les', 'processus', 'd&apos;', 'élargissement', 'de', 'l&apos;', 'Union', 'et', ',', 'conjointement', 'avec', 'la', 'haute', 'représentante', ',', 'dans', 'notre', 'politique', 'de', 'voisinage', ',', 'et', 'elle', 'appliquera', 'plus', 'fréquemment', 'le', 'principe', 'de', 'conditionnalité', 'dans', 'les', 'politiques', 'de', 'coopération', 'et', 'de', 'développement', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
914,"['Enfin', ',', 'les', 'initiatives', 'du', 'secteur', 'privé', 'et', 'le', 'dialogue', 'public-privé', 'au', 'niveau', 'européen', 'visant', 'à', 'prévenir', 'la', 'corruption', 'devraient', 'être', 'développés', 'davantage', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
915,"['La', 'présente', 'communication', 'expose', 'les', 'objectifs', 'du', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', 'et', 'son', 'fonctionnement', 'dans', 'la', 'pratique', ',', 'et', 'elle', 'explique', 'de', 'quelle', 'manière', 'l&apos;', 'Union', 'européenne', 'devrait', 'accorder', 'davantage', 'd&apos;', 'attention', 'à', 'la', 'corruption', 'dans', 'ses', 'politiques', 'internes', 'et', 'externes', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
916,"['Elle', 'sera', 'complétée', 'par', 'une', 'stratégie', 'antifraude', 'de', 'la', 'Commission', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n']"
917,"['La', 'communication', 'se', 'focalise', 'sur', 'l&apos;', 'application', 'des', 'politiques', 'anticorruption', 'par', 'les', 'États', 'membres', ',', 'tandis', 'que', 'la', 'stratégie', 'comportera', 'essentiellement', 'des', 'mesures', 'visant', 'à', 'protéger', 'les', 'intérêts', 'financiers', 'de', 'l&apos;', 'Union', ',', 'sous', 'la', 'responsabilité', 'de', 'la', 'Commission.2.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']"
918,"['Suivi', 'plus', 'rigoureux', 'des', 'efforts', 'en', 'matière', 'de', 'lutte', 'anticorruption', '2.1', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n']"
919,"['Mécanismes', 'de', 'surveillance', 'et', 'd&apos;', 'évaluation', 'actuels', 'À', 'ce', 'jour', ',', 'il', 'n&apos;', 'existe', 'aucun', 'mécanisme', 'permettant', ',', 'de', 'manière', 'transversale', 'et', 'cohérente', ',', 'de', 'vérifier', 'l&apos;', 'existence', 'et', 'd&apos;', 'évaluer', 'l&apos;', 'efficacité', 'des', 'politiques', 'de', 'lutte', 'contre', 'la', 'corruption', 'au', 'niveau', 'de', 'l&apos;', 'Union', 'et', 'des', 'États', 'membres', '.']","['B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
920,"['À', 'l&apos;', 'échelle', 'internationale', ',', 'les', 'principaux', 'mécanismes', 'de', 'surveillance', 'et', 'd&apos;', 'évaluation', 'existants', 'sont', 'le', 'groupe', 'd&apos;', 'États', 'contre', 'la', 'corruption', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', '(', 'GRECO', ')', ',', 'le', 'groupe', 'de', 'travail', 'de', 'l&apos;', 'OCDE', 'sur', 'la', 'corruption', 'et', 'le', 'mécanisme', 'd&apos;', 'examen', 'de', 'l&apos;', 'application', 'de', 'la', 'convention', 'des', 'Nations', 'Unies', 'contre', 'la', 'corruption', '(', 'UNCAC', ')', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
921,"['Ces', 'mécanismes', 'donnent', 'une', 'impulsion', 'aux', 'États', 'parties', 'pour', 'qu&apos;', 'ils', 'mettent', 'en', 'œuvre', 'et', 'appliquent', 'les', 'règles', 'anticorruption', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
922,"['Chacun', 'd&apos;', 'entre', 'eux', 'comporte', 'toutefois', 'des', 'caractéristiques', 'qui', 'limitent', 'sa', 'capacité', 'à', 'résoudre', 'efficacement', 'les', 'problèmes', 'associés', 'à', 'la', 'corruption', 'au', 'niveau', 'de', 'l&apos;', 'Union', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
923,"['L&apos;', 'instrument', 'le', 'plus', 'complet', 'qui', 'soit', 'pertinent', 'pour', 'l&apos;', 'Union', 'européenne', 'est', 'le', 'GRECO', ',', 'car', 'pratiquement', 'tous', 'les', 'États', 'membres', 'y', 'participent', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
924,"['Par', 'son', 'intermédiaire', ',', 'le', 'Conseil', 'de', 'l&apos;', 'Europe', 'contribue', 'à', 'assurer', 'l&apos;', 'application', 'de', 'normes', 'minimales', 'dans', 'l&apos;', 'espace', 'juridique', 'paneuropéen', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n']"
925,"['Toutefois', ',', 'eu', 'égard', 'à', 'la', 'visibilité', 'restreinte', 'du', 'processus', 'intergouvernemental', 'd&apos;', 'évaluation', 'du', 'GRECO', 'et', 'de', 'son', 'mécanisme', 'de', 'suivi', ',', 'il', 'n&apos;', 'est', 'pas', 'parvenu', ',', 'jusqu&apos;', 'ici', ',', 'à', 'insuffler', 'dans', 'les', 'États', 'membres', 'la', 'volonté', 'politique', 'nécessaire', 'pour', 'combattre', 'efficacement', 'la', 'corruption', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
926,"['De', 'plus', ',', 'dès', 'lors', 'qu&apos;', 'il', 'surveille', 'le', 'respect', 'd&apos;', 'une', 'série', 'de', 'normes', 'anticorruption', 'établies', 'par', 'le', 'Conseil', 'de', 'l&apos;', 'Europe', ',', 'le', 'GRECO', 's&apos;', 'attache', 'moins', 'à', 'certains', 'domaines', 'spécifiques', 'de', 'la', 'législation', 'de', 'l&apos;', 'Union', ',', 'comme', 'les', 'marchés', 'publics', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
927,"['En', 'outre', ',', 'le', 'système', 'du', 'GRECO', 'ne', 'permet', 'pas', 'de', 'réaliser', 'des', 'analyses', 'comparées', 'et', ',', 'partant', ',', 'de', 'dégager', 'les', 'tendances', 'de', 'la', 'corruption', 'qui', 'se', 'font', 'jour', 'au', 'sein', 'de', 'l&apos;', 'Union', ',', 'et', 'il', 'ne', 'stimule', 'pas', 'activement', 'l&apos;', 'échange', 'des', 'meilleures', 'pratiques', 'ni', 'l&apos;', 'apprentissage', 'collégial', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
928,"['La', 'convention', 'de', 'l&apos;', 'OCDE', 'sur', 'la', 'lutte', 'contre', 'la', 'corruption', 'd&apos;', 'agents', 'publics', 'étrangers', 'dans', 'les', 'transactions', 'commerciales', '(', 'convention', 'contre', 'la', 'corruption', ')', 'se', 'concentre', 'sur', 'son', 'thème', 'spécifique', 'et', 'ne', 'peut', 'être', 'étendue', 'à', 'd&apos;', 'autres', 'domaines', 'qui', 'sont', 'importants', 'pour', 'la', 'lutte', 'anticorruption', 'au', 'sein', 'de', 'l&apos;', 'Union', 'européenne', '.']","['n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
929,"['Le', 'septième', 'rapport', 'd&apos;', 'avancement', 'annuel', 'établi', 'par', 'Transparency', 'International', 'indiquait', 'que', 'l&apos;', 'application', 'de', 'la', 'convention', 'contre', 'la', 'corruption', 'était', 'variable', ':', 'elle', 'n&apos;', 'est', 'activement', 'mise', 'en', 'œuvre', 'que', 'dans', 'quatre', 'États', 'membres', ',', 'et', 'peu', 'ou', 'pas', 'du', 'tout', 'dans', '12', 'autres', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
930,"['Malgré', 'un', 'système', 'd&apos;', 'évaluation', 'approfondie', ',', 'sous', 'la', 'forme', 'du', 'Groupe', 'de', 'travail', 'de', 'l&apos;', 'OCDE', 'sur', 'la', 'corruption', ',', 'la', 'volonté', 'politique', 'd&apos;', 'appliquer', 'effectivement', 'la', 'convention', 'contre', 'la', 'corruption', 'de', 'l&apos;', 'OCDE', 'est', 'demeurée', 'insuffisante', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
931,"['La', 'convention', 'des', 'Nations', 'Unies', 'contre', 'la', 'corruption', '(', 'UNCAC', ')', 'est', 'entrée', 'en', 'vigueur', 'en', 'décembre', '2005', 'et', 'l&apos;', 'Union', 'européenne', 'y', 'a', 'adhéré', 'en', 'septembre', '2008', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
932,"['La', 'conférence', 'des', 'États', 'parties', 'à', 'la', 'convention', 'a', 'adopté', 'les', 'termes', 'de', 'référence', 'du', 'mécanisme', 'd&apos;', 'examen', 'de', 'son', 'application', 'en', 'novembre', '2009', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
933,"['L&apos;', 'Union', 'européenne', 'est', 'favorable', 'à', 'une', 'participation', 'de', 'la', 'société', 'civile', 'à', 'ce', 'mécanisme', 'et', 'à', 'la', 'transparence', 'des', 'conclusions', 'des', 'évaluations', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
934,"['Toutefois', ',', 'plusieurs', 'caractéristiques', 'sont', 'susceptibles', 'de', 'limiter', 'la', 'capacité', 'du', 'mécanisme', 'd&apos;', 'examen', 'de', 'la', 'convention', 'à', 'résoudre', 'les', 'problèmes', 'liés', 'à', 'la', 'corruption', 'au', 'niveau', 'de', 'l&apos;', 'UE', ':', 'il', 's&apos;', 'agit', 'd&apos;', 'un', 'instrument', 'intergouvernemental', ',', 'le', 'système', 'd&apos;', 'examen', 'croisé', 'est', 'susceptible', 'd&apos;', 'omettre', 'des', 'domaines', 'd&apos;', 'action', 'particulièrement', 'importants', 'pour', 'l&apos;', 'Union', ',', 'il', 'inclut', 'des', 'États', 'parties', 'appliquant', 'peut-être', 'des', 'normes', 'anticorruption', 'moins', 'strictes', 'que', 'l&apos;', 'UE', ',', 'les', 'cycles', 'd&apos;', 'examen', 'seront', 'd&apos;', 'une', 'durée', 'relativement', 'longue', ',', 'et', 'les', 'recommandations', 'aux', 'États', 'parties', 'qui', 'ne', 'sont', 'pas', 'appliquées', 'risquent', 'de', 'n&apos;', 'être', 'suivies', 'qu&apos;', 'un', 'nombre', 'limité', 'de', 'fois', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
935,"['2.2', '.']","['n', 'n']"
936,"['Le', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', 'Au', 'vu', 'des', 'limites', 'que', 'présentent', 'les', 'mécanismes', 'de', 'surveillance', 'et', 'd&apos;', 'évaluation', 'internationaux', 'évoqués', 'plus', 'haut', ',', 'un', 'mécanisme', 'de', 'surveillance', 'et', 'd&apos;', 'évaluation', 'propre', 'à', 'l&apos;', 'Union', 'européenne', ',', 'le', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', ',', 'devrait', 'être', 'mis', 'en', 'place', 'afin', 'de', 'renforcer', 'la', 'volonté', 'politique', 'dans', 'les', 'États', 'membres', 'et', 'de', 'favoriser', 'l&apos;', 'application', 'des', 'outils', 'juridiques', 'et', 'institutionnels', 'existants', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
937,"['Ce', 'mécanisme', 'devrait', 'être', 'combiné', 'avec', 'la', 'participation', 'de', 'l&apos;', 'UE', 'au', 'GRECO', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
938,"['Le', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', 'sera', 'publié', 'par', 'la', 'Commission', 'tous', 'les', 'deux', 'ans', ',', 'à', 'partir', 'de', '2013', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
939,"['L&apos;', 'instauration', 'du', 'rapport', 'anticorruption', 'de', 'l&apos;', 'UE', 'répond', 'à', 'la', 'demande', 'des', 'États', 'membres', ',', 'formulée', 'dans', 'le', 'programme', 'de', 'Stockholm', ',', 'de', '«', 'mettre', 'au', 'point', 'des', 'indicateurs', ',', 'sur', 'la', 'base', 'des', 'systèmes', 'existants', 'et', 'de', 'critères', 'communs', ',', 'pour', 'mesurer', 'l&apos;', 'effet', 'des', 'mesures', 'de', 'lutte', 'contre', 'la', 'corruption', 'au', 'sein', 'de', 'l&apos;', 'Union', '»', ',', 'ainsi', 'qu&apos;', 'à', 'la', 'demande', 'du', 'Parlement', 'européen', 'de', 'surveiller', 'les', 'efforts', 'de', 'lutte', 'anticorruption', 'dans', 'les', 'États', 'membres', 'de', 'manière', 'régulière', '.']","['n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
940,"['La', 'création', 'de', 'ce', 'mécanisme', 'de', 'suivi', 'part', 'du', 'principe', 'que', 'même', 's&apos;', 'il', 'n&apos;', 'existe', 'pas', 'de', 'solution', 'universelle', 'pour', 'lutter', 'efficacement', 'contre', 'la', 'corruption', ',', 'celle-ci', 'n&apos;', 'en', 'constitue', 'pas', 'moins', 'une', 'préoccupation', 'pour', 'tous', 'les', 'États', 'membres', 'de', 'l&apos;', 'UE', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
941,"['Grâce', 'à', 'une', 'évaluation', 'périodique', 'et', 'à', 'la', 'publication', 'de', 'rapports', 'factuels', 'et', 'objectifs', ',', 'ce', 'rapport', 'représentera', 'pour', 'les', 'États', 'membres', 'un', 'encouragement', 'supplémentaire', 'à', 'lutter', 'contre', 'la', 'corruption', ',', 'notamment', 'par', 'la', 'mise', 'en', 'œuvre', 'et', 'l&apos;', 'application', 'des', 'normes', 'anticorruption', 'reconnues', 'au', 'plan', 'international', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n']"
