,Unnamed: 0,words,ner_c,ner_f
3819,3819,"['Le', 'bureau', 'a', 'mis', 'également', 'le', 'rap¬', 'porteur', 'général', 'au', 'courant', 'de', 'l', ""'"", 'action', 'engagée', 'par', 'la', 'Confédération', 'au', 'sujét', 'de', 'la', 'retraite', 'du', 'combattant', 'et', 'lui', 'a', 'remis', 'le', 'rapport', 'Tranchand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3820,3820,"['M', '.', 'Dumont', 'a', 'promis', 'd', ""'"", 'examiner', 'teutes', 'ces', 'questions', 'avec', 'la', 'plus', 'grande', 'bienveillance', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3821,3821,"['Les', 'rongeurs', ',', 'en', 'Oranie', ',', 'infestent', '400', '.', '000', 'hectares', 'et', 'la', 'lutte', 's', ""'"", 'organise', 'Quatre', 'cent', 'mille', 'hectares', 'de', 'terres', 'cultivées', ',', 'dit', 'la', 'Dépêche', 'coloniale', ',', 'sont', 'actuellement', 'infestés', ',', 'en', 'Oranie', ',', 'par', 'des', 'légions', 'de', 'rongeurs', 'qui', 'ravagent', 'tour', 'à', 'tour', 'le', 'vignoble', ',', 'les', 'céréales', 'et', 'les', 'vergers', '.', 'Dans', 'la', 'seule', 'région', 'de', 'Mascara', ',', 'ils', 'ont', 'détruit', 'plus', 'de', '200', 'quintaux', 'de', 'raisins', '.', 'Devant', 'l', ""'"", 'insucces', 'de', 'la', 'lutte', 'engagée', 'par', 'les', 'particu¬', 'liers', ',', 'l', ""'"", 'administration', 's', ""'"", 'est', 'empressée', 'de', 'coordonner', 'toutes', 'les', 'initiatives', 'et', 'de', 'mettre', 'à', 'leur', 'disposition', 'les', 'agents', 'forestiers', 'et', 'chefs', 'de', 'chantier', ',', 'qui', 'sèment', 'partout', 'du', 'blé', 'empoisonné', '.']","['O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3822,3822,"['Le', 'conseil', 'général', 'd', ""'"", 'Oran', 'a', 'voté', '200', '.', '000', 'francs', 'et', 'les', 'délégations', 'finan¬', 'cières', 'ont', 'ouvert', 'un', 'crédit', 'de', '1', '.']","['O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3823,3823,"['400', '.', '000', 'francs', ',', 'pour', 'favoriser', 'la', 'destruction', 'des', 'ravageurs', ',', 'qui', 'pullulent', 'dans', 'les', 'propriétés', 'privées', ',', 'les', 'terrains', 'com¬', 'munaux', ',', 'les', 'forêts', 'et', 'jusque', 'dans', 'le', 'ballast', 'des', 'voies', 'ferrées', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3824,3824,"['Paris', '-', 'Madagascar', 'et', 'retour', 'en', 'avion', 'Le', 'ministère', 'de', 'l', ""'"", 'air', 'communique', 'l', ""'"", 'information', 'suivante', ':', 'Les', 'aviateurs', 'Caillol', ',', 'Roux', 'et', 'Dode¬', 'ment', 'ont', 'quitté', 'Tananarive', 'le', '10', 'jan¬', 'LA', 'VIE', 'SPORTIVE', 'FOOTBALL', 'La', 'Coupe', 'de', 'France', 'Les', 'matches', 'de', 'la', 'Coupe', 'de', 'France', ',', 'n', ""'"", 'ayant', 'pas', 'eu', 'de', 'résultats', 'dimanche', 'dernier', ',', 'seront', 'joués', 'et', 'rejoués', 'diman¬', 'che', 'prochain', ',', 'au', 'lieu', 'de', 'l', ""'"", 'être', 'le', '26', 'janvier', '.']","['E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'E', 'O', 'E', 'E', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 5, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3825,3825,"['Voici', 'la', 'liste', 'des', 'rencontres', ':', 'Havre', 'A', '.', 'C', '.', 'contre', 'Olympique', 'Lil¬', 'lois', ',', 'à', 'Amiens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'O', 'O', 'E', 'O']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 3, 4, 4, 0, 0, 5, 0]"
3826,3826,"['Saint', '-', 'Raphaël', '-', 'Dinard', ',', 'à', 'Paris', '.']","['E', 'E', 'E', 'O', 'E', 'O', 'O', 'E', 'O']","[3, 4, 4, 0, 3, 0, 0, 5, 0]"
3827,3827,"['Cannes', '-', 'Saint', '-', 'Servan', ',', 'à', 'Nîmes', '.']","['E', 'O', 'E', 'E', 'E', 'O', 'O', 'E', 'O']","[3, 0, 3, 4, 4, 0, 0, 5, 0]"
3828,3828,"['La', 'mission', 'automobile', 'Proust', 'reçue', 'à', 'Dakar', 'DAKAR', ',', '14', 'janvier', '.', '—', 'Une', 'réception', 'a', 'eu', 'lieu', 'à', 'l', ""'"", 'Automobile', 'Club', 'de', 'Dakar', 'en', 'l', ""'"", 'honneur', 'de', 'la', 'mission', 'transsaha¬', 'rienne', 'Proust', '.']","['O', 'O', 'O', 'E', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O']","[0, 0, 0, 1, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3829,3829,"['Le', 'président', 'de', 'l', ""'"", 'Automobile', 'Club', 'a', 'souligné', 'l', ""'"", 'exploit', 'sportif', 'accompli', 'par', 'celle', '-', 'ci', 'dans', 'des', 'conditions', 'sans', 'pré¬', 'cédent', '.', 'Il', 'a', 'félicité', 'les', 'chefs', 'de', 'la', 'mis¬', 'sion', 'et', 'les', 'mécaniciens', 'et', 'a', 'dit', 'à', 'M', '.', 'Proust', 'que', 'l', ""'"", 'Afrique', 'était', 'heureuse', 'et', 'fière', 'de', 'le', 'posséder', 'comme', 'délégué', '.']","['O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3830,3830,"['M', '.', 'Proust', 'a', 'remercié', 'et', 'a', 'fait', 'remar¬', 'quer', 'que', 'les', 'difficultés', 'du', 'Sahara', 'sont', 'vaincues', '.', 'Il', 'a', 'formulé', 'l', ""'"", 'espoir', 'qu', ""'"", 'à', 'la', 'suite', 'de', 'la', 'mission', 'des', 'lignes', 'automo¬', 'bile', 'et', 'aérienne', 'relient', 'bientôt', 'le', 'Niger', 'et', 'la', 'France', '.', '(', 'Havas', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0]"
3831,3831,"[')', 'LES', 'SOCIALISTES', 'DU', 'NORD', 'CONTRE', 'LA', 'PARTICIPATION', 'La', 'Fédération', 'socialiste', 'du', 'Nord', 'qui', 'se', 'réunira', 'dimanche', 'à', 'Lille', 'aura', 'à', 'se', 'prononcer', 'sur', 'la', 'question', 'de', 'la', 'parti¬', 'cipation', '.', 'Il', 'résulte', 'du', 'vote', 'récemment', 'émis', 'par', 'les', 'sections', 'de', 'la', 'Fédéra¬', 'tion', ',', 'notamment', 'par', 'la', 'section', 'de', 'Roubaix', 'et', 'd', ""'"", 'Hellemmes', ',', 'que', 'la', 'parti¬', 'cipation', 'sera', 'repoussée', 'à', 'une', 'forte', 'majorité', '.']","['O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3832,3832,"['La', 'thèse', 'participationniste', 'sera', 'sou¬', 'tenue', 'par', 'M', '.', 'Salengro', ',', 'députe', 'du', 'Nord', ',', 'maire', 'de', 'Lille', ',', 'qui', 'aura', 'comme', 'prin¬', 'cipal', 'contradicteur', ',', 'M', '.', 'Lebas', ',', 'ancien', 'député', ',', 'maire', 'de', 'Roubaix', ',', 'antipartici¬', 'pationniste', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]"
3833,3833,"['CARTE', 'DU', 'TEMPS', 'Le', 'temps', 'qu', ""'"", 'il', 'a', 'fait', 'les', '13', '-', '14', 'janvier', 'Maxima', 'du', '13', 'janvier', ':', '10°', 'à', 'Paris', ',', 'Chartres', ',', 'Calais', ',', 'Metz', ',', 'Nancy', ',', 'le', 'Havre', ';', '11°', 'Besançon', ',', 'Dijon', ',', 'Bourges', ';', '12°', 'Rennes', ',', 'Brest', ',', 'Tours', ',', 'le', 'Puy', ',', 'Lyon', ';', '13°', 'Nantes', ',', 'Poitiers', ';', '15°', 'Nice', ';', '16°', 'Mar¬', 'seille', ',', 'Bordeaux', ';', '18°', 'Toulouse', ',', 'Blarritz', ';', '19°', 'Ni¬', 'mes', ';', '20°', 'Perpignan', ';', '9°', 'Beauvais', ',', 'Valenciennes', ',', 'Belfort', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 0, 0, 5, 6, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 6, 0, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0]"
3834,3834,"['Minima', 'du', '13', 'au', '14', ':', '9°', 'à', 'Paris', ',', 'Poitiers', ',', 'Rochefort', ',', 'Toulouse', ';', '10°', 'Calais', ',', 'Rennes', ',', 'Nantes', ',', 'Angers', ',', 'Bordeaux', ';', '11°', 'Brest', ';', '15°', 'Biarritz', ';', '8°', 'Orléans', ',', 'Chartres', ',', 'Argentan', ';', 'Perpignan', ';', '7°', 'Nice', ',', 'Beauvais', ',', 'Marseille', ';', 'Belfort', ',', 'le', 'Havre', ';', '6°', 'Metz', ',', 'Nancy', ',', 'Pau', ',', 'Nimes', ',', 'Clermont', ';', '8°', 'Dijon', ';', '2°', 'Lyon', ';', '1°', 'le', 'Puy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'E', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'O', 'O', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 5, 0, 0, 5, 6, 0]"
3835,3835,"['Pluies', 'des', '24', 'heures', 'à', '7', 'heures', 'le', '14', ':', '1', 'm/m', 'Paris', ',', 'Lyon', ',', 'Chartres', ',', 'Nantes', ',', 'Argentan', ';', '2', 'm/m', 'LE', 'MATIN', 'AUTOUR', 'DE', 'PARIS', 'NAVIGATION', 'FLUVIALE', 'Hauteurs', 'd', ""'"", 'eau', 'journalières', 'Haute', '-', 'Seine', ':', 'Montereau', ',', '2', 'm', '.', '23', ';', 'Me¬', 'lun', ',', '3', 'm', '.', '01', ';', 'Varennes', ',', '3', 'm', '.', '47', ';', 'Port¬', 'à', '-', 'l', ""'"", 'Anglais', ',', '4', 'm', '.', '54', ';', 'Bray', '-', 'sur', '-', 'Seine', ',', '2', 'm', '.', '16', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0]"
3836,3836,"['Yonne', ':', 'Sens', ',', '1', 'm', '.', '65', '.']","['E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 5, 0, 0, 0, 0, 0, 0]"
3837,3837,"['Marne', ':', 'Chalifert', ',', '3', 'm', '.', '86', ';', 'Charen¬', 'ton', ',', '4', 'm', '.', '90', ';', 'Damery', ',', '2', 'm', '.', '38', ';', 'Pom¬', 'meuse', ',', '1', 'm', '.', '15', '.']","['E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0]"
3838,3838,"['Traversée', 'de', 'Paris', ':', 'Pont', 'de', 'la', 'Tour¬', 'nelle', ',', '2', 'm', '.', '88', ';', 'pont', 'Royal', ',', '4', 'm', '.', '09', '.']","['O', 'O', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 5, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0]"
3839,3839,"['Basse', '-', 'Seine', ':', 'Mantes', ',', '4', 'm', '.', '37', ';', 'Be¬', 'zons', ',', '3', 'm', '.', '58', ';', 'barrage', 'de', 'Suresnes', ',', '6', 'm', '.', '84', ';', 'Méricourt', ',', '5', 'm', '.', '79', ';', 'Andrésy', ',', '3', 'm', '.', '52', 'Oise', ':', 'Venette', ',', '3', 'm', '.', '22', '.']","['E', 'E', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 6, 6, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0]"
3840,3840,"['SEINE', 'Des', 'communications', 'directes', 'sont', 'nécessaires', 'entre', 'Bondy', 'et', 'Aulnay', '-', 'sous', '-', 'Bois', 'La', 'gare', 'd', ""'"", 'Aulnay', '-', 'sous', '-', 'Bois', 'est', 'reliée', 'à', 'Bondy', 'par', 'un', 'chemin', 'vicinal', 'qui', ',', 'faute', 'de', 'crédits', ',', 'n', ""'"", 'a', 'pas', 'été', 'réparé', 'de¬', 'puis', 'près', 'de', 'quarante', 'ans', '.', 'Les', 'pavés', 'sont', 'défoncés', 'et', 'le', 'trafic', 'y', 'est', 'presque', 'nul', '.', 'Les', 'conducteurs', 'de', 'véhicules', 'ne', 'veulent', 'pas', 'l', ""'"", 'emprunter', 'de', 'crainte', 'd', ""'"", 'accident', '.', 'Si', 'les', 'réparations', 'nécessai¬', 'res', 'à', 'sa', 'mise', 'en', 'état', 'étaient', 'effec¬', 'tuées', ',', 'un', 'trafic', 'très', 'important', 's', ""'"", 'établi', '-', 'rait', 'entre', 'les', 'gares', 'd', ""'"", 'Aulnay', ',', 'de', 'Bon¬', 'dy', 'et', 'de', 'Noisy', '-', 'le', '-', 'Sec', '.', 'La', 'commune', 'de', 'Bondy', 'demande', 'que', 'cette', 'voie', 'soit', 'classée', 'comme', 'chemin', 'de', 'grande', 'com¬', 'munication', 'et', 'que', 'le', 'département', 'pren¬', 'ne', 'à', 'sa', 'charge', 'les', 'travaux', 'de', 'réfec¬', 'tion', 'qui', 's', ""'"", 'élèvent', 'à', '338', '.', '000', 'francs', '.']","['E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 6, 6, 6, 0, 5, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 0, 5, 6, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
