words,ner_c,ner_f
"['Artikel', '8', 'Opheffing', 'van', 'vrijstelling', 'van', 'rechtsvervolging', 'Elk', 'van', 'een', 'nationale', 'politiële', 'of', 'gerechtelijke', 'autoriteit', 'uitgaand', 'verzoek', 'tot', 'opheffing', 'van', 'toepasselijke', 'vrijstelling', 'van', 'rechtsvervolging', 'van', 'een', 'deelnemer', 'aan', 'besluitvormende', 'of', 'andere', 'organen', 'in', 'verband', 'met', 'eventuele', 'gevallen', 'van', 'fraude', ',', 'corruptie', 'en', 'enige', 'andere', 'onwettige', 'activiteit', 'die', 'de', 'financiële', 'belangen', 'van', 'de', 'Unie', 'schaadt', ',', 'wordt', 'voor', 'advies', 'aan', 'de', 'directeur-generaal', 'van', 'het', 'Bureau', 'meegedeeld', '.']","['n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['De', 'Raad', 'van', 'bestuur', 'neemt', 'een', 'besluit', 'betreffende', 'relevante', 'opheffingen', 'van', 'vrijstelling', 'van', 'rechtsvervolging', 'ten', 'aanzien', 'van', 'deelnemers', 'besluitvormende', 'of', 'andere', 'organen', ',', 'en', 'de', 'directie', 'neemt', 'een', 'besluit', 'betreffende', 'relevante', 'opheffingen', 'van', 'vrijstelling', 'van', 'rechtsvervolging', 'ten', 'aanzien', 'van', 'betrokken', 'personen', '.']","['n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '9', 'Inwerkingtreding', 'en', 'intrekking', '1', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n']"
"['Dit', 'besluit', 'treedt', 'in', 'werking', 'op', 'de', 'twintigste', 'dag', 'volgende', 'op', 'de', 'bekendmaking', 'in', 'het', 'Publicatieblad', 'van', 'de', 'Europese', 'Unie', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['2', '.']","['n', 'n']","['n', 'n']"
"['Besluit', 'ECB', '/', '2004', '/', '11', 'wordt', 'met', 'ingang', 'van', 'de', 'twintigste', 'dag', 'volgende', 'op', 'de', 'bekendmaking', 'van', 'dit', 'besluit', 'in', 'het', 'Publicatieblad', 'van', 'de', 'Europese', 'Unie', ',', 'ingetrokken', '.']","['B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['3', '.']","['n', 'n']","['n', 'n']"
"['Verwijzingen', 'naar', 'Besluit', 'ECB', '/', '2004', '/', '11', 'gelden', 'als', 'verwijzingen', 'naar', 'dit', 'besluit', '.']","['n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['Gedaan', 'te', 'Frankfurt', 'am', 'Main', ',', '4', 'maart', '2016', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['De', 'president', 'van', 'de', 'ECB', 'Mario', 'DRAGHI', '(', '1', ')', 'PB', 'L', '248', 'van', '18.9.2013', ',', 'blz', '.', '1', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '2', ')', 'Gedragscode', 'voor', 'de', 'leden', 'van', 'de', 'Raad', 'van', 'bestuur', '(', 'PB', 'C', '123', 'van', '24.5.2002', ',', 'blz', '.', '9', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '3', ')', 'Aanvullende', 'Code', 'met', 'Ethische', 'Criteria', 'voor', 'de', 'leden', 'van', 'de', 'directie', 'van', 'de', 'Europese', 'Centrale', 'Bank', '(', 'overeenkomstig', 'artikel', '11.3', 'van', 'het', 'Reglement', 'van', 'orde', 'van', 'de', 'Europese', 'Centrale', 'Bank', ')', '(', 'PB', 'C', '104', 'van', '23.4.2010', ',', 'blz', '.', '8', ')', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '4', ')', 'Gedragscode', 'voor', 'de', 'leden', 'van', 'de', 'Raad', 'van', 'toezicht', 'van', 'de', 'Europese', 'Centrale', 'Bank', '(', 'PB', 'C', '93', 'van', '20.3.2015', ',', 'blz', '.', '2', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '5', ')', 'Commissie', 'van', 'de', 'Europese', 'Gemeenschappen', 'vs', '.', 'Europese', 'Centrale', 'Bank', ',', 'C-11', '/', '00', ',', 'ECLI', ':', 'EU', ':', 'C', ':', '2003', ':', '395', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '6', ')', 'Besluit', 'ECB', '/', '2004', '/', '11', 'van', '3', 'juni', '2004', 'betreffende', 'de', 'voorwaarden', 'voor', 'en', 'de', 'wijze', 'van', 'uitvoering', 'van', 'onderzoeken', 'binnen', 'de', 'Europese', 'Centrale', 'Bank', ',', 'door', 'het', 'Europees', 'Bureau', 'voor', 'fraudebestrijding', ',', 'op', 'het', 'gebied', 'van', 'de', 'bestrijding', 'van', 'fraude', ',', 'corruptie', 'en', 'elke', 'andere', 'onwettige', 'activiteit', 'waardoor', 'de', 'financiële', 'belangen', 'van', 'de', 'Europese', 'Gemeenschappen', 'worden', 'geschaad', 'en', 'tot', 'wijziging', 'van', 'de', 'arbeidsvoorwaarden', 'voor', 'het', 'personeel', 'van', 'de', 'Europese', 'Centrale', 'Bank', '(', 'PB', 'L', '230', 'van', '30.6.2004', ',', 'blz', '.', '56', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '7', ')', 'Verordening', '(', 'EG', ')', 'nr.', '1073', '/', '1999', 'van', 'het', 'Europees', 'Parlement', 'en', 'de', 'Raad', 'van', '25', 'mei', '1999', 'betreffende', 'onderzoeken', 'door', 'het', 'Europees', 'Bureau', 'voor', 'fraudebestrijding', '(', 'OLAF', ')', '(', 'PB', 'L', '136', 'van', '31.5.1999', ',', 'blz', '.', '1', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '8', ')', 'Verordening', '(', 'EU', ')', 'nr.', '1024', '/', '2013', 'van', 'de', 'Raad', 'van', '15', 'oktober', '2013', 'waarbij', 'aan', 'de', 'Europese', 'Centrale', 'Bank', 'specifieke', 'taken', 'worden', 'opgedragen', 'betreffende', 'het', 'beleid', 'inzake', 'het', 'prudentieel', 'toezicht', 'op', 'kredietinstellingen', '(', 'PB', 'L', '287', 'van', '29.10.2013', ',', 'blz', '.', '63', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '9', ')', 'Besluit', 'ECB', '/', '2014', '/', '16', 'van', '14', 'april', '2014', 'betreffende', 'de', 'oprichting', 'van', 'een', 'Administratieve', 'Raad', 'voor', 'toetsing', 'en', 'zijn', 'werkwijze', '(', 'PB', 'L', '175', 'van', '14.6.2014', ',', 'blz', '.', '47', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '10', ')', 'Verordening', '(', 'EU', ')', 'nr.', '673', '/', '2014', 'van', 'de', 'Europese', 'Centrale', 'Bank', 'van', '2', 'juni', '2014', 'betreffende', 'de', 'oprichting', 'van', 'een', 'bemiddelingspanel', 'en', 'zijn', 'reglement', 'van', 'orde', '(', 'ECB', '/', '2014', '/', '26', ')', '(', 'PB', 'L', '179', 'van', '19.6.2014', ',', 'blz', '.', '72', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '11', ')', 'Verordening', '(', 'EU', ')', 'nr.', '468', '/', '2014', 'van', 'de', 'Europese', 'Centrale', 'Bank', 'van', '16', 'april', '2014', 'tot', 'vaststelling', 'van', 'een', 'kader', 'voor', 'samenwerking', 'binnen', 'het', 'Gemeenschappelijk', 'Toezichtsmechanisme', 'tussen', 'de', 'Europese', 'Centrale', 'Bank', 'en', 'nationale', 'bevoegde', 'autoriteiten', 'en', 'met', 'nationale', 'aangewezen', 'autoriteiten', '(', 'GTM-kaderverordening', ')', '(', 'ECB', '/', '2014', '/', '17', ')', '(', 'PB', 'L', '141', 'van', '14.5.2014', ',', 'blz', '.', '1', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '12', ')', 'Besluit', 'ECB', '/', '2004', '/', '2', 'van', '19', 'februari', '2004', 'houdende', 'goedkeuring', 'van', 'het', 'reglement', 'van', 'orde', 'van', 'de', 'Europese', 'Centrale', 'Bank', '(', 'PB', 'L', '80', 'van', '18.3.2004', ',', 'blz', '.', '33', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '13', ')', 'Besluit', '(', 'EU', ')', '2015', '/', '433', 'van', 'de', 'Europese', 'Centrale', 'Bank', 'van', 'woensdag', '17', 'december', '2014', 'betreffende', 'de', 'oprichting', 'van', 'een', 'Ethisch', 'comité', 'en', 'zijn', 'reglement', 'van', 'orde', '(', 'ECB', '/', '2014', '/', '59', ')', '(', 'PB', 'L', '70', 'van', '14.3.2015', ',', 'blz', '.', '58', ')', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '14', ')', 'Beschikbaar', 'op', 'de', 'ECB-website', 'op', 'www.ecb.europa.eu.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '15', ')', 'Federaal', 'Staatsblad', '(', 'Bundesgesetzblatt', ')', 'nr.', '45', ',', '1998', 'van', '27.10.1998', 'en', 'nr.', '12', ',', '1999', 'van', '6.5.1999', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['(', '16', ')', 'Artikel', '20', 'van', 'Verordening', '(', 'EG', ')', 'nr.', '45', '/', '2001', 'van', 'het', 'Europees', 'Parlement', 'en', 'de', 'Raad', 'van', '18', 'december', '2000', 'betreffende', 'de', 'bescherming', 'van', 'natuurlĳke', 'personen', 'in', 'verband', 'met', 'de', 'verwerking', 'van', 'persoonsgegevens', 'door', 'de', 'communautaire', 'instellingen', 'en', 'organen', 'en', 'betreffende', 'het', 'vrĳe', 'verkeer', 'van', 'die', 'gegevens', '(', 'PB', 'L', '8', 'van', '12.1.2001', ',', 'blz', '.', '1', ')', 'is', 'van', 'toepassing', 'op', 'elke', 'beperking', 'betreffende', 'aan', 'gegevenssubjecten', 'te', 'verstrekken', 'gegevens', 'in', 'geval', 'van', 'gegevensverwerking', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Kaderbesluit', '2003', '/', '568', '/', 'JBZ', 'van', 'de', 'Raad', 'van', '22', 'juli', '2003', 'inzake', 'de', 'bestrĳding', 'van', 'corruptie', 'in', 'de', 'privé-sector', 'Publicatieblad', 'Nr', '.', 'L', '192', 'van', '31', '/', '07', '/', '2003', 'blz', '.', '0054', '-', '0056', 'Kaderbesluit', '2003', '/', '568', '/', 'JBZ', 'van', 'de', 'Raad', 'van', '22', 'juli', '2003', 'inzake', 'de', 'bestrijding', 'van', 'corruptie', 'in', 'de', 'privé-sector', 'DE', 'RAAD', 'VAN', 'DE', 'EUROPESE', 'UNIE', ',', 'Gelet', 'op', 'het', 'Verdrag', 'betreffende', 'de', 'Europese', 'Unie', ',', 'en', 'met', 'name', 'op', 'artikel', '29', ',', 'artikel', '31', ',', 'lid', '1', ',', 'onder', 'e', ')', ',', 'en', 'artikel', '34', ',', 'lid', '2', ',', 'onder', 'b', ')', ',', 'Gezien', 'het', 'initiatief', 'van', 'het', 'Koninkrijk', 'Denemarken', '(', '1', ')', ',', 'Gezien', 'het', 'advies', 'van', 'het', 'Europees', 'Parlement', '(', '2', ')', ',', 'Overwegende', 'hetgeen', 'volgt', ':', '(', '1', ')', 'Samen', 'met', 'de', 'mondialisering', 'is', 'de', 'grensoverschrijdende', 'handel', 'in', 'goederen', 'en', 'diensten', 'de', 'laatste', 'jaren', 'toegenomen', '.']","['B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
