words,ner_c,ner_f
"['Article', '7', 'Advisory', 'Committee', 'on', 'the', 'Conduct', 'of', 'Members', 'An', 'Advisory', 'Committee', 'on', 'the', 'Conduct', 'of', 'Members', '(', '&apos;', 'the', 'Advisory', 'Committee', '&apos;', ')', 'is', 'hereby', 'established', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'Advisory', 'Committee', 'shall', 'be', 'composed', 'of', 'five', 'members', ',', 'appointed', 'by', 'the', 'President', 'at', 'the', 'beginning', 'of', 'his', 'or', 'her', 'term', 'of', 'office', 'from', 'amongst', 'the', 'members', 'of', 'the', 'bureaux', 'and', 'the', 'coordinators', 'of', 'the', 'Committee', 'on', 'Constitutional', 'Affairs', 'and', 'the', 'Committee', 'on', 'Legal', 'Affairs', ',', 'taking', 'due', 'account', 'of', 'the', 'Members', '&apos;', 'experience', 'and', 'of', 'political', 'balance', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']"
"['Each', 'member', 'of', 'the', 'Advisory', 'Committee', 'shall', 'serve', 'as', 'chair', 'for', 'six', 'months', 'on', 'a', 'rotating', 'basis', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'President', 'shall', 'also', ',', 'at', 'the', 'beginning', 'of', 'his', 'or', 'her', 'term', 'of', 'office', ',', 'nominate', 'reserve', 'members', 'for', 'the', 'Advisory', 'Committee', ',', 'one', 'for', 'each', 'political', 'group', 'not', 'represented', 'in', 'the', 'Advisory', 'Committee', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
"['In', 'the', 'event', 'of', 'an', 'alleged', 'breach', 'of', 'this', 'Code', 'of', 'Conduct', 'by', 'a', 'member', 'of', 'a', 'political', 'group', 'not', 'represented', 'in', 'the', 'Advisory', 'Committee', ',', 'the', 'relevant', 'reserve', 'member', 'shall', 'serve', 'as', 'a', 'sixth', 'full', 'member', 'of', 'the', 'Advisory', 'Committee', 'for', 'the', 'purposes', 'of', 'investigation', 'of', 'that', 'alleged', 'breach', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['Upon', 'request', 'by', 'a', 'Member', ',', 'the', 'Advisory', 'Committee', 'shall', 'give', 'him', 'or', 'her', ',', 'in', 'confidence', 'and', 'within', '30', 'calendar', 'days', ',', 'guidance', 'on', 'the', 'interpretation', 'and', 'implementation', 'of', 'the', 'provisions', 'of', 'this', 'Code', 'of', 'Conduct', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']"
"['The', 'Member', 'in', 'question', 'shall', 'be', 'entitled', 'to', 'rely', 'on', 'such', 'guidance', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['At', 'the', 'request', 'of', 'the', 'President', ',', 'the', 'Advisory', 'Committee', 'shall', 'also', 'assess', 'alleged', 'breaches', 'of', 'this', 'Code', 'of', 'Conduct', 'and', 'advise', 'the', 'President', 'on', 'possible', 'action', 'to', 'be', 'taken', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'Advisory', 'Committee', 'may', ',', 'after', 'consulting', 'the', 'President', ',', 'seek', 'advice', 'from', 'outside', 'experts', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'Advisory', 'Committee', 'shall', 'publish', 'an', 'annual', 'report', 'of', 'its', 'work', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
"['Article', '8', 'Procedure', 'in', 'the', 'event', 'of', 'possible', 'breaches', 'of', 'the', 'Code', 'of', 'Conduct', 'Where', 'there', 'is', 'reason', 'to', 'think', 'that', 'a', 'Member', 'of', 'the', 'European', 'Parliament', 'may', 'have', 'breached', 'this', 'Code', 'of', 'Conduct', ',', 'the', 'President', 'may', 'refer', 'the', 'matter', 'to', 'the', 'Advisory', 'Committee', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
"['The', 'Advisory', 'Committee', 'shall', 'examine', 'the', 'circumstances', 'of', 'the', 'alleged', 'breach', ',', 'and', 'may', 'hear', 'the', 'Member', 'concerned', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['On', 'the', 'basis', 'of', 'the', 'conclusions', 'of', 'its', 'findings', ',', 'it', 'shall', 'make', 'a', 'recommendation', 'to', 'the', 'President', 'on', 'a', 'possible', 'decision', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['If', ',', 'taking', 'into', 'account', 'that', 'recommendation', ',', 'the', 'President', 'concludes', 'that', 'the', 'Member', 'concerned', 'has', 'breached', 'the', 'Code', 'of', 'Conduct', ',', 'he', 'shall', ',', 'after', 'hearing', 'the', 'Member', ',', 'adopt', 'a', 'reasoned', 'decision', 'laying', 'down', 'a', 'penalty', ',', 'which', 'he', 'shall', 'notify', 'to', 'the', 'Member', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'penalty', 'may', 'consist', 'of', 'one', 'or', 'more', 'of', 'the', 'measures', 'listed', 'in', 'Rule', '153', '(', '3', ')', 'of', 'the', 'Rules', 'of', 'Procedure', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']"
"['The', 'internal', 'appeal', 'procedures', 'defined', 'in', 'Rule', '154', 'of', 'the', 'Rules', 'of', 'Procedure', 'shall', 'be', 'open', 'to', 'the', 'Member', 'concerned', '.']","['n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['After', 'the', 'expiry', 'of', 'the', 'time-limits', 'laid', 'down', 'in', 'Rule', '154', 'of', 'the', 'Rules', 'of', 'the', 'Procedure', ',', 'any', 'penalty', 'imposed', 'on', 'a', 'Member', 'shall', 'be', 'announced', 'by', 'the', 'President', 'in', 'plenary', 'and', 'prominently', 'published', 'on', 'Parliament', '&apos;s', 'website', 'for', 'the', 'remainder', 'of', 'the', 'parliamentary', 'term', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['Article', '9', 'Implementation', 'The', 'Bureau', 'shall', 'lay', 'down', 'implementing', 'measures', 'for', 'this', 'Code', 'of', 'Conduct', ',', 'including', 'a', 'monitoring', 'procedure', ',', 'and', 'shall', 'update', 'the', 'amounts', 'referred', 'to', 'in', 'Articles', '4', 'and', '5', ',', 'when', 'necessary', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['It', 'may', 'bring', 'forward', 'proposals', 'for', 'revision', 'of', 'this', 'Code', 'of', 'Conduct', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']"
"['Technical', 'Description', 'and', 'Data', 'of', 'the', 'Wind', 'Turbine', 'REpower', '48', '/', '600', 'REpower', 'Systems', 'AG', ',', 'Hamburg', 'Husum', 'Rendsburg', 'Trampe', ',', 'Germany', 'Dok.-Nr.', ':', 'D-80.1-GP.SD.03-A-A-GB', 'Technical', 'Description', 'REpower', '48', '/', '600', 'Table', 'of', 'Contents', '1', 'Description', 'of', 'the', 'Wind', 'Turbine', '.............................................................................', '3', '1.1', '1.2', '1.3', '1.4', '1.5', '1.6', '1.7', '1.8', '1.9', 'Design', 'Concept', '...............................................................................................', '3', 'Rotor', '...............................................................................................................', '3', 'Gearbox', '..........................................................................................................', '3', 'Brake', 'System', '...................................................................................................', '4', 'Generator', '........................................................................................................', '4', 'Yaw', 'System', '.....................................................................................................', '4', 'Nacelle', '............................................................................................................', '5', 'Tower', '..............................................................................................................', '5', 'Corrosion', 'Protection', '........................................................................................', '5', '1.10', 'Lightning', 'Protection', '........................................................................................', '5', '1.11', 'Remote', 'Data', 'Monitoring', '.................................................................................', '6', '2', '3', '4', 'Technical', 'data', '..........................................................................................................', '7', 'Predicted', 'power', 'curve', 'of', 'REpower', '48', '/', '600', '..............................................................', '8', 'Calculated', 'annual', 'energy', 'production', '......................................................................', '9', 'Doc.-No.', ':']","['B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'B-T', 'B-T', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']","['B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'B-T', 'B-T', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']"
"['D-80.1-GP.SD.03-A-A-GB', '2002-09-10', 'page', '2', '/', '9', 'Technical', 'Description', 'REpower', '48', '/', '600', '1', 'Description', 'of', 'the', 'Wind', 'Turbine', '1.1', 'Design', 'Concept', 'The', '48', '/', '600', 'wind', 'turbine', ',', 'type-tested', 'by', 'Germanischer', 'Lloyd', ',', 'has', 'a', 'nominal', 'electrical', 'power', 'of', '600', 'kW', '.', 'The', 'rotor', 'diameter', 'is', '48.4', 'm', ',', 'and', 'power', 'control', 'is', 'based', 'on', 'the', '&quot;', 'stall', '&quot;', 'principle', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']"
"['For', 'the', 'sake', 'of', 'smooth', 'connection', 'to', 'the', 'grid', ',', 'a', 'set', 'of', 'thyristors', 'is', 'interposed', 'between', 'the', 'mains', 'supply', 'and', 'the', 'generator', 'during', 'the', 'start', 'phase', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
"['Even', 'at', 'inland', 'sites', 'with', 'relatively', 'low', 'wind', 'speed', ',', 'the', '48', '/', '600', 'attains', 'very', 'good', 'production', 'because', 'of', 'its', 'large', 'rotor', 'and', 'correspondingly', 'high', 'tower', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n']"
"['1.2', 'Rotor', 'The', 'rotor', 'consists', 'of', 'three', 'blades', 'rigidly', 'flange-mounted', 'on', 'a', 'cast', 'hub', '.']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n']"
"['The', 'overall', 'diameter', 'is', '48.4', 'm', 'giving', 'a', 'swept', 'area', 'of', '1840', 'm', '²', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n']"
"['As', 'a', 'function', 'of', 'wind', 'speed', 'the', 'rotational', 'speed', 'is', '14', 'or', '21', 'rpm', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['This', 'matching', 'of', 'rotational', 'speed', 'makes', 'the', '48', '/', '600', 'particularly', 'suitable', 'for', 'inland', 'locations', '.']","['n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['The', 'material', 'of', 'the', 'blades', 'is', 'a', 'glass-fibre', 'reinforced', 'plastic', '(', 'GRP', ')', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'n', 'n']"
"['Each', 'blade', 'tip', 'is', 'pivotable', 'and', 'can', 'be', 'turned', '74', 'degrees', 'to', 'the', 'main', 'blade', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
"['The', 'three', 'blade', 'tips', 'are', 'working', 'by', 'an', 'independent', 'hydraulic-system', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['The', 'hydraulic-pressure', 'is', 'required', 'to', 'keep', 'the', 'tips', 'in', 'the', 'operational', 'position', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
"['1.3', 'Gearbox', 'The', 'gearbox', 'is', 'a', 'planetary', '/', 'spur', 'gear', 'system', 'and', 'meets', 'all', 'requirements', 'of', 'the', 'Germanischer', 'Lloyd', 'classification', 'society', '.']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']"
"['These', 'components', 'are', 'designed', 'and', 'constructed', 'by', 'an', 'experienced', 'transmission', 'manufacturer', 'in', 'accordance', 'with', 'REpower', 'specifications', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']"
"['The', 'ratio', 'is', 'about', '72', '.']","['n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n']"
"['Wind', 'turbines', 'made', 'by', 'REpower', 'Systems', 'AG', 'are', 'distinguished', 'by', 'their', 'particularly', 'quiet', 'running', '.']","['B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Vibration', 'dampers', 'specially', 'developed', 'by', 'us', 'are', 'used', 'for', 'the', 'decoupling', 'of', 'structureborne', 'noise', '.']","['B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['These', 'guarantee', 'maximum', 'attenuation', 'between', 'gearbox', 'and', 'machine', 'bed', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']"
"['Doc.-No.', ':']","['n', 'n']","['n', 'n']"
"['D-80.1-GP.SD.03-A-A-GB', '2002-09-10', 'page', '3', '/', '9', 'Technical', 'Description', 'REpower', '48', '/', '600', '1.4', 'Brake', 'System', 'The', 'blade', 'tip', 'adjustment', 'works', 'independently', 'in', 'each', 'individual', 'blade', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
